number,latitude,longitude,altitude,horizontalAccuracy,verticalAccuracy,speed,course,recordedAt,activity,trackingMode,timezone,appContext,batteryStatus,batteryRemaining,batterySaver,networkStatus,locationPermission,deviceModel,networkType,networkState,buildID,kernelVersion,ipAddress,publicIpAddress,deviceName,systemName,osVersion,idfv,idfa,wifiSSID,localeCountry,localeLanguage,carrierName,appInstallationDate,appVersion,source,lastAppOpened,manufacturer,androidSdkVersion,androidReleaseVersion,buildType,buildVersionIncremental,aaid,testCentroid,centroid,installedApplications
73,13.080918614050637,77.64384873908797,908.8394195562554,30.28151393317622,30,4,-1,2025-01-18T10:48:38.547Z,Moving,ACTIVE,+0530,T,Unplugged,85,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:22906,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLRegion,18-01-2025 13:57,iPhone,-,-,-,-,-,-,-,-
74,13.08295475786895,77.64421302298963,919.2187976135717,44.29027002479046,30,6,-1,2025-01-18T10:50:52.846Z,Moving,ACTIVE,+0530,T,Unplugged,85,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:28039,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLRegion,18-01-2025 13:57,iPhone,-,-,-,-,-,-,-,-
75,13.08266673167752,77.64385516146916,917.4423825017237,6.873557604643564,3,45,309.932974873292,2025-01-18T10:50:56.849Z,Moving,ACTIVE,+0530,T,Unplugged,85,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:29178,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLLocation,18-01-2025 13:57,iPhone,-,-,-,-,-,-,-,-
76,13.083254834787308,77.64345685257958,921.6571348394606,23.930060519341133,30,3,-1,2025-01-18T10:52:33.768Z,Moving,ACTIVE,+0530,T,Unplugged,85,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:25234,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLRegion,18-01-2025 13:57,iPhone,-,-,-,-,-,-,-,-
77,13.083685334001203,77.64344220298452,920.8565040626868,32.683818816950975,30.012903549361052,1,-1,2025-01-18T10:55:19.216Z,Moving,ACTIVE,+0530,T,Unplugged,85,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:32534,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLRegion,18-01-2025 13:57,iPhone,-,-,-,-,-,-,-,-
78,13.083765388535998,77.64380470893893,920.9410378390174,5.231547043412974,3,16,-1,2025-01-18T10:55:28.105Z,Moving,ACTIVE,+0530,T,Unplugged,85,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:27942,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLLocation,18-01-2025 13:57,iPhone,-,-,-,-,-,-,-,-
79,13.084392551391781,77.64376441208923,921.8651239013672,36.245714863525386,30,2,-1,2025-01-18T10:57:21.484Z,Moving,ACTIVE,+0530,T,Unplugged,85,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:18802,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLRegion,18-01-2025 13:57,iPhone,-,-,-,-,-,-,-,-
80,13.083838655035068,77.64365461653797,0,75.0593952269021,0,0,-1,2025-01-18T11:07:19.062Z,Stop,ACTIVE,+0530,T,Unplugged,85,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:22582,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLVisit-Arrival,18-01-2025 13:57,iPhone,-,-,-,-,-,-,[object Object],-
81,13.084743091085622,77.64381212720032,902.0752029418945,33.71067597589057,950.9399780333041,0,-1,2025-01-18T11:56:47.093Z,Moving,ACTIVE,+0530,T,Unplugged,85,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:28797,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLLocation,18-01-2025 13:57,iPhone,-,-,-,-,-,-,-,-
82,13.083656854598551,77.64372208753747,926.9060874512568,18.98157067555531,30.000022883978534,0,-1,2025-01-18T12:14:52.777Z,Moving,ACTIVE,+0530,T,Unplugged,85,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:24773,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLRegion,18-01-2025 13:57,iPhone,-,-,-,-,-,-,-,-
83,13.084208486433793,77.64387640289551,921.8944754028321,34.380358769126296,30.000000000000004,1,-1,2025-01-18T12:21:44.943Z,Moving,ACTIVE,+0530,T,Unplugged,80,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLRegion,18-01-2025 13:57,iPhone,-,-,-,-,-,-,-,-
84,13.083732278470494,77.64371410694537,902.0720825195312,19.8791763663971,582.5639868199825,0,-1,2025-01-18T13:36:14.276Z,Moving,ACTIVE,+0530,T,Unplugged,80,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:32636,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLRegion,18-01-2025 13:57,iPhone,-,-,-,-,-,-,-,-
85,13.083391312357923,77.64354509724639,919.2166472793529,8.011795037872789,3,1,-1,2025-01-18T13:38:12.121Z,Moving,ACTIVE,+0530,T,Unplugged,75,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:23085,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLRegion,18-01-2025 13:57,iPhone,-,-,-,-,-,-,-,-
86,13.082346922086042,77.6441541721779,916.5409537776757,3.9294250626066707,3,2,98.38109540856914,2025-01-18T13:42:27.152Z,Moving,ACTIVE,+0530,T,Unplugged,75,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLRegion,18-01-2025 13:57,iPhone,-,-,-,-,-,-,-,-
87,13.08195954443533,77.64424895340983,913.8781117834151,14.245954466050197,13.079939335230685,5,201.73943741330137,2025-01-18T13:42:57.144Z,Moving,ACTIVE,+0530,T,Unplugged,75,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:29725,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLRegion,18-01-2025 13:57,iPhone,-,-,-,-,-,-,-,-
88,13.081496022185062,77.64396773565339,913.373397170566,14.245954552340754,14.414263972048396,5,207.28242541873888,2025-01-18T13:43:37.155Z,Moving,ACTIVE,+0530,T,Unplugged,75,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:24432,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLRegion,18-01-2025 13:57,iPhone,-,-,-,-,-,-,-,-
89,13.080783808374157,77.64409553548714,912.5433236770267,4.216354237255701,3,3,49.244642802511066,2025-01-18T13:45:14.144Z,Moving,ACTIVE,+0530,T,Unplugged,75,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:21677,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLRegion,18-01-2025 13:57,iPhone,-,-,-,-,-,-,-,-
90,13.084153981517732,77.64375037962446,0,77.38306623381928,0,0,-1,2025-01-18T13:48:28.812Z,Stop,ACTIVE,+0530,T,Unplugged,75,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:30077,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLVisit-Arrival & Departure,18-01-2025 13:57,iPhone,-,-,-,-,-,-,-,-
91,13.080768097951285,77.6440426709353,0,16.673070263092484,0,0,-1,2025-01-18T13:50:33.275Z,Stop,ACTIVE,+0530,T,Unplugged,75,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:24302,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLVisit-Arrival,18-01-2025 13:57,iPhone,-,-,-,-,-,-,[object Object],-
92,13.082356307640486,77.64041442155226,911.5220339965821,104.11309876249717,30.088266014936973,3,-1,2025-01-18T13:53:45.488Z,Moving,ACTIVE,+0530,T,Unplugged,75,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:24302,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLRegion,18-01-2025 13:57,iPhone,-,-,-,-,-,-,-,-
93,13.083290272430764,77.639064387227,912.1848202670504,14,3,65,336.2077331542969,2025-01-18T13:53:55.450Z,Moving,ACTIVE,+0530,T,Unplugged,75,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:29658,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLLocation,18-01-2025 13:57,iPhone,-,-,-,-,-,-,-,-
94,13.083336897005125,77.63861852823891,912.7802871406155,10.701429575891874,3,31,277.0573425292969,2025-01-18T13:54:01.129Z,Moving,ACTIVE,+0530,T,Unplugged,75,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:30807,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLRegion,18-01-2025 13:57,iPhone,-,-,-,-,-,-,-,-
95,13.083377053789379,77.63834143343819,913.3975666407496,14.245954590574414,9.323046461733469,24,279.1160888671875,2025-01-18T13:54:05.743Z,Moving,ACTIVE,+0530,T,Unplugged,75,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:25085,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLRegion,18-01-2025 13:57,iPhone,-,-,-,-,-,-,-,-
96,13.083413591675797,77.63792868347876,913.1015143610703,101.97674366201026,130.5631561279297,30,-1,2025-01-18T13:54:11.131Z,Moving,ACTIVE,+0530,T,Unplugged,75,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:21490,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLLocation,18-01-2025 13:57,iPhone,-,-,-,-,-,-,-,-
97,13.083590160631008,77.6374264471675,905.6539972018858,56.76524129541439,78.18104553222656,1,-1,2025-01-18T13:58:17.063Z,Moving,ACTIVE,+0530,T,Unplugged,75,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:20159,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLLocation,18-01-2025 13:57,iPhone,-,-,-,-,-,-,-,-
98,13.10002551776869,77.63531232710237,905.9997232150694,45.72817480726897,78.4548313171444,0,-1,2025-01-18T13:58:17.108Z,Moving,ACTIVE,+0530,T,Unplugged,75,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:20159,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLRegion,18-01-2025 13:57,iPhone,-,-,-,-,-,-,-,-
99,13.101048433807712,77.63508083780808,920.1393011966654,3.4809553999339604,3,52,343.5813827249829,2025-01-18T13:58:25.093Z,Moving,ACTIVE,+0530,T,Unplugged,75,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:28310,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLLocation,18-01-2025 13:57,iPhone,-,-,-,-,-,-,-,-
100,13.102711528077933,77.6346206357606,920.795737888664,39.09988724422721,11.394604553691952,26,-1,2025-01-18T13:58:51.602Z,Moving,ACTIVE,+0530,T,Unplugged,75,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:26195,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLRegion,18-01-2025 13:57,iPhone,-,-,-,-,-,-,-,-
101,13.104077824231439,77.6343805054364,918.9886382214193,14,3,55,348.48480224609375,2025-01-18T13:59:01.606Z,Moving,ACTIVE,+0530,T,Unplugged,75,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:25288,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLLocation,18-01-2025 13:57,iPhone,-,-,-,-,-,-,-,-
102,13.11599728689926,77.63414202959508,916.4114382862197,38.01394473089543,34.4976,41,-1,2025-01-18T14:00:57.993Z,Moving,ACTIVE,+0530,T,Unplugged,75,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLRegion,18-01-2025 13:57,iPhone,-,-,-,-,-,-,-,-
103,13.117365377497332,77.6340298960761,918.4163688253537,14,3,55,354.9759826660156,2025-01-18T14:01:08.000Z,Moving,ACTIVE,+0530,T,Unplugged,75,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLLocation,18-01-2025 13:57,iPhone,-,-,-,-,-,-,-,-
104,13.11920585510266,77.63113681563566,920.0063872203497,31.99234934259565,30.00736886784,23,-1,2025-01-18T14:02:07.107Z,Moving,ACTIVE,+0530,T,Unplugged,75,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLRegion,18-01-2025 13:57,iPhone,-,-,-,-,-,-,-,-
105,13.119432468276516,77.6285870321153,918.3261426951184,27.361302320501753,30.000188643016706,19,-1,2025-01-18T14:03:01.081Z,Moving,ACTIVE,+0530,T,Unplugged,75,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:31553,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLRegion,18-01-2025 13:57,iPhone,-,-,-,-,-,-,-,-
106,13.119038011073526,77.6282489129894,917.2833468117711,14,3,21,188.91357421875,2025-01-18T14:03:11.093Z,Moving,ACTIVE,+0530,T,Unplugged,75,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:17792,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLLocation,18-01-2025 13:57,iPhone,-,-,-,-,-,-,-,-
107,13.114727642896623,77.62366846287769,917.6767717995641,20.997423834160365,6.319952855684374,13,-1,2025-01-18T14:06:22.490Z,Moving,ACTIVE,+0530,T,Unplugged,75,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:31882,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLRegion,18-01-2025 13:57,iPhone,-,-,-,-,-,-,-,-
108,13.114555657873273,77.62396349628483,903.7386422499557,19.171579108565343,30,2,-1,2025-01-18T14:07:25.211Z,Moving,ACTIVE,+0530,T,Unplugged,75,false,true,true,iPhone 15 Pro Max,Wifi,Connected,com.roam.jakala,24.1.0,192.168.31.194,36.9.64.242:20797,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,Aditya,IN,en,--,2025-01-17T05:20:41Z,0.1,CLRegion,18-01-2025 13:57,iPhone,-,-,-,-,-,-,-,-
109,13.114553668717425,77.62397173721104,901.5327688598633,11.229764592453604,30,0,-1,2025-01-18T14:11:12.635Z,Stop,ACTIVE,+0530,T,Unplugged,75,false,true,true,iPhone 15 Pro Max,Wifi,Connected,com.roam.jakala,24.1.0,192.168.31.194,36.9.64.242:30703,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,Aditya,IN,en,--,2025-01-17T05:20:41Z,0.1,CLVisit-Arrival,18-01-2025 13:57,iPhone,-,-,-,-,-,-,[object Object],-
110,13.114490849328368,77.62438339927446,902.903920345797,19.735291282696274,30,0,-1,2025-01-18T14:24:15.630Z,Moving,ACTIVE,+0530,T,Unplugged,75,false,true,true,iPhone 15 Pro Max,Wifi,Connected,com.roam.jakala,24.1.0,,,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLRegion,18-01-2025 13:57,iPhone,-,-,-,-,-,-,-,-
111,13.114682672364788,77.62384982965823,903.8922855609769,18.63671590624634,30,1,-1,2025-01-18T14:27:38.221Z,Moving,ACTIVE,+0530,T,Unplugged,75,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:18076,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLRegion,18-01-2025 13:57,iPhone,-,-,-,-,-,-,-,-
112,13.114560588847466,77.6234748664444,903.98306640625,27.866472703153384,30,0,-1,2025-01-18T18:34:04.884Z,Moving,ACTIVE,+0530,T,Unplugged,75,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:24052,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLRegion,18-01-2025 13:57,iPhone,-,-,-,-,-,-,-,-
113,13.115136194072196,77.62485277634325,906.7675900755269,39.245133316950096,30,0,-1,2025-01-19T08:07:01.520Z,Moving,ACTIVE,+0530,T,Unplugged,55,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:31368,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLRegion,18-01-2025 13:57,iPhone,-,-,-,-,-,-,-,-
114,13.115273790800643,77.62456628921329,904.3562245509262,5.961072046906737,3,15,3.4193182032343854,2025-01-19T08:07:09.910Z,Moving,ACTIVE,+0530,T,Unplugged,85,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:19226,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLLocation,18-01-2025 13:57,iPhone,-,-,-,-,-,-,-,-
115,13.115853230992654,77.62459774752642,908.4868555657607,28.004884155545785,30,5,-1,2025-01-19T08:07:56.723Z,Moving,ACTIVE,+0530,T,Unplugged,85,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:21375,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLRegion,18-01-2025 13:57,iPhone,-,-,-,-,-,-,-,-
116,13.115171697684278,77.62449882310095,906.2287955303302,24.123381052615507,30,2,-1,2025-01-19T08:10:35.353Z,Moving,ACTIVE,+0530,T,Unplugged,85,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:23299,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLRegion,18-01-2025 13:57,iPhone,-,-,-,-,-,-,-,-
117,13.114892778128349,77.62453575140543,903.8827896201869,6.049032580658119,3,9,-1,2025-01-19T08:10:47.160Z,Moving,ACTIVE,+0530,T,Unplugged,85,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:17489,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLRegion,18-01-2025 13:57,iPhone,-,-,-,-,-,-,-,-
118,13.115018500818502,77.62406214859386,902.3538659547262,29.434946909883873,30,5,-1,2025-01-19T08:11:28.279Z,Moving,ACTIVE,+0530,T,Unplugged,85,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:19862,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLRegion,18-01-2025 13:57,iPhone,-,-,-,-,-,-,-,-
119,13.114864719989672,77.62386840233339,904.5468463556269,9.480007065288673,3,15,240.11568276239203,2025-01-19T08:11:34.644Z,Moving,ACTIVE,+0530,T,Unplugged,85,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:18801,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLLocation,18-01-2025 13:57,iPhone,-,-,-,-,-,-,-,-
120,13.114582302557542,77.624364247043,904.1345529811144,4.633749314604597,3,1,116.13470366534574,2025-01-19T08:18:26.386Z,Moving,ACTIVE,+0530,T,Unplugged,85,false,true,true,iPhone 15 Pro Max,Wifi,Connected,com.roam.jakala,24.1.0,192.168.31.194,36.9.64.242:31888,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,Aditya,IN,en,--,2025-01-17T05:20:41Z,0.1,CLRegion,18-01-2025 13:57,iPhone,-,-,-,-,-,-,-,-
121,13.11417694789618,77.62446946987104,907.0512277221679,23.18802779467897,30.003409554213686,3,-1,2025-01-19T08:19:23.349Z,Moving,ACTIVE,+0530,T,Unplugged,85,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLRegion,18-01-2025 13:57,iPhone,-,-,-,-,-,-,-,-
122,13.113857121640699,77.62440995285019,902.5490083019866,14.248269619318501,30,0,-1,2025-01-19T08:26:01.445Z,Moving,ACTIVE,+0530,T,Unplugged,85,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:19844,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLRegion,18-01-2025 13:57,iPhone,-,-,-,-,-,-,-,-
123,13.114259803891061,77.6245517562317,903.9240212822011,20.93872271364906,30,0,-1,2025-01-19T08:39:02.796Z,Moving,ACTIVE,+0530,T,Unplugged,85,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:17209,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLRegion,18-01-2025 13:57,iPhone,-,-,-,-,-,-,-,-
124,13.114517151074189,77.62452255706371,902.5788566306024,7.935301236918978,3,16,-1,2025-01-19T08:39:09.166Z,Moving,ACTIVE,+0530,T,Unplugged,85,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:19263,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLLocation,18-01-2025 13:57,iPhone,-,-,-,-,-,-,-,-
125,13.114596342046854,77.62401790611976,903.7112122405254,22.422723359518365,30,4,-1,2025-01-19T08:39:56.194Z,Moving,ACTIVE,+0530,T,Unplugged,85,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:30965,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLRegion,18-01-2025 13:57,iPhone,-,-,-,-,-,-,-,-
126,13.116189854341444,77.6246673742725,908.6195688475075,22.827663911642237,30,1,-1,2025-01-19T08:56:57.648Z,Moving,ACTIVE,+0530,T,Unplugged,85,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:16857,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLRegion,18-01-2025 13:57,iPhone,-,-,-,-,-,-,-,-
127,13.116606116351512,77.6250763318294,910.7172477179093,28.861441043874162,30,1,-1,2025-01-19T08:59:44.758Z,Moving,ACTIVE,+0530,T,Unplugged,85,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:24043,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLRegion,18-01-2025 13:57,iPhone,-,-,-,-,-,-,-,-
