number,latitude,longitude,altitude,horizontalAccuracy,verticalAccuracy,speed,course,recordedAt,activity,trackingMode,timezone,appContext,batteryStatus,batteryRemaining,batterySaver,networkStatus,locationPermission,deviceModel,networkType,networkState,buildID,kernelVersion,ipAddress,publicIpAddress,deviceName,systemName,osVersion,idfv,idfa,wifiSSID,localeCountry,localeLanguage,carrierName,appInstallationDate,appVersion,source,lastAppOpened,manufacturer,androidSdkVersion,androidReleaseVersion,buildType,buildVersionIncremental,aaid,testCentroid,centroid,installedApplications
182,13.110782595254806,77.60433324372431,909.0025537109375,111.63558949745217,12.102936752092813,11,-1,2025-01-19T17:57:50.611Z,Moving,ACTIVE,+0530,B,Unplugged,55,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:21146,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLLocation,19-01-2025 20:47,iPhone,-,-,-,-,-,-,-,-
183,13.111822702501335,77.60465667121952,910.1578978194966,83.02174679976804,19.901090621948242,43,-1,2025-01-19T17:58:00.611Z,Moving,ACTIVE,+0530,B,Unplugged,55,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:26556,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLLocation,19-01-2025 20:47,iPhone,-,-,-,-,-,-,-,-
184,13.114750208493248,77.62393891700329,904.4125537109375,38.98436198822246,12.318085530364861,20,-1,2025-01-19T18:04:28.173Z,Moving,ACTIVE,+0530,B,Unplugged,55,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:16982,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLRegion,19-01-2025 20:47,iPhone,-,-,-,-,-,-,-,-
185,13.114568946294092,77.62394267760907,904.0725537109374,14.929758806198006,12.431635247311819,0,-1,2025-01-19T18:08:26.719Z,Stop,ACTIVE,+0530,B,Unplugged,55,false,true,true,iPhone 15 Pro Max,Wifi,Connected,com.roam.jakala,24.1.0,192.168.31.194,36.9.64.242:32583,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,Aditya,IN,en,--,2025-01-17T05:20:41Z,0.1,CLVisit-Arrival,19-01-2025 20:47,iPhone,-,-,-,-,-,-,[object Object],-
186,13.112016421485627,77.6242422159443,902.3649765240589,66.09291411800558,38.37482281031394,7,-1,2025-01-20T02:50:41.027Z,Moving,BALANCED,+0530,B,Unplugged,75,false,false,true,iPhone 15 Pro Max,No Network,Disconnected,com.roam.jakala,24.1.0,,36.9.64.242:19707,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLRegion,20-01-2025 08:13,iPhone,-,-,-,-,-,-,-,-
187,13.111224491553997,77.62423781725643,903.7452338207845,43.563196250614105,47.98841715545941,32,-1,2025-01-20T02:50:51.034Z,Moving,BALANCED,+0530,B,Unplugged,75,false,false,true,iPhone 15 Pro Max,No Network,Disconnected,com.roam.jakala,24.1.0,,36.9.64.242:19707,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLLocation,20-01-2025 08:13,iPhone,-,-,-,-,-,-,-,-
188,13.108642830919734,77.62234763141778,901.2161044031618,63.54839125774287,30.137872539000004,24,-1,2025-01-20T02:51:44.668Z,Moving,BALANCED,+0530,B,Unplugged,75,false,false,true,iPhone 15 Pro Max,No Network,Disconnected,com.roam.jakala,24.1.0,,36.9.64.242:19707,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLRegion,20-01-2025 08:13,iPhone,-,-,-,-,-,-,-,-
189,13.108016503185702,77.62099528271156,898.7203127694709,19.232234661038657,196.113037109375,58,-1,2025-01-20T02:51:54.677Z,Moving,BALANCED,+0530,B,Unplugged,75,false,false,true,iPhone 15 Pro Max,No Network,Disconnected,com.roam.jakala,24.1.0,,36.9.64.242:19707,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLLocation,20-01-2025 08:13,iPhone,-,-,-,-,-,-,-,-
190,13.114592319931496,77.62368684657301,0,15.212053353638508,0,0,-1,2025-01-20T02:52:01.986Z,Stop,BALANCED,+0530,B,Unplugged,75,false,false,true,iPhone 15 Pro Max,No Network,Disconnected,com.roam.jakala,24.1.0,,36.9.64.242:19707,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLVisit-Departure,20-01-2025 08:13,iPhone,-,-,-,-,-,-,-,-
191,13.107520545562663,77.61935696136477,892.9405594232153,71.16681829475932,105.26929473876953,39,-1,2025-01-20T02:52:12.034Z,Moving,BALANCED,+0530,B,Unplugged,75,false,false,true,iPhone 15 Pro Max,No Network,Disconnected,com.roam.jakala,24.1.0,,36.9.64.242:19707,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLLocation,20-01-2025 08:13,iPhone,-,-,-,-,-,-,-,-
192,13.106489867481372,77.6177604148473,900.823261734096,57.88694171678796,30.00141181479936,35,-1,2025-01-20T02:52:33.361Z,Moving,BALANCED,+0530,B,Unplugged,75,false,false,true,iPhone 15 Pro Max,No Network,Disconnected,com.roam.jakala,24.1.0,,36.9.64.242:19707,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLLocation,20-01-2025 08:13,iPhone,-,-,-,-,-,-,-,-
193,13.103664796193758,77.61649977176188,898.7315826796653,39.976829231609635,30.15739336599858,14,-1,2025-01-20T02:54:00.265Z,Moving,BALANCED,+0530,B,Unplugged,75,false,false,true,iPhone 15 Pro Max,No Network,Disconnected,com.roam.jakala,24.1.0,,36.9.64.242:19707,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLRegion,20-01-2025 08:13,iPhone,-,-,-,-,-,-,-,-
194,13.104239664040861,77.61231309126677,898.6429766431371,39.62247946881514,3,31,-1,2025-01-20T02:54:54.331Z,Moving,BALANCED,+0530,B,Unplugged,75,false,false,true,iPhone 15 Pro Max,No Network,Disconnected,com.roam.jakala,24.1.0,,36.9.64.242:19707,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLRegion,20-01-2025 08:13,iPhone,-,-,-,-,-,-,-,-
195,13.104528581360135,77.61118179914274,893.8022678599808,3.84614694306843,3,47,273.3727754161546,2025-01-20T02:55:04.098Z,Moving,BALANCED,+0530,B,Unplugged,75,false,false,true,iPhone 15 Pro Max,No Network,Disconnected,com.roam.jakala,24.1.0,,36.9.64.242:19707,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLLocation,20-01-2025 08:13,iPhone,-,-,-,-,-,-,-,-
196,13.102818620322164,77.60051257974546,829.008423080186,22.79704710109491,47.83102035522461,28,-1,2025-01-20T02:57:35.400Z,Moving,BALANCED,+0530,B,Unplugged,75,false,false,true,iPhone 15 Pro Max,No Network,Disconnected,com.roam.jakala,24.1.0,,36.9.64.242:19707,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLLocation,20-01-2025 08:13,iPhone,-,-,-,-,-,-,-,-
197,13.099077530502331,77.59938074679299,912.6220932006836,52.15159834395763,892.3855147149429,20,-1,2025-01-20T02:58:54.100Z,Moving,BALANCED,+0530,B,Unplugged,75,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:27740,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLRegion,20-01-2025 08:13,iPhone,-,-,-,-,-,-,-,-
198,13.098607575324431,77.59929355009218,897.741768038617,7.35100881132656,3.9507393836975098,23,198.9840103730084,2025-01-20T02:59:02.482Z,Moving,BALANCED,+0530,B,Unplugged,75,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:16558,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLLocation,20-01-2025 08:13,iPhone,-,-,-,-,-,-,-,-
199,13.096771600269635,77.59862453141758,894.0424524371776,45.653481918418485,30,15,-1,2025-01-20T02:59:55.086Z,Moving,BALANCED,+0530,B,Unplugged,75,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:25096,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLRegion,20-01-2025 08:13,iPhone,-,-,-,-,-,-,-,-
200,13.096410375894672,77.5984900168724,899.3071304358061,6.57856115564925,3,24,207.12821865630488,2025-01-20T03:00:01.449Z,Moving,BALANCED,+0530,B,Unplugged,75,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:28961,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLLocation,20-01-2025 08:13,iPhone,-,-,-,-,-,-,-,-
201,13.091213370121297,77.5965203354959,892.2379923459611,115.74917893343763,169.87763492209638,24,-1,2025-01-20T03:01:31.942Z,Moving,BALANCED,+0530,B,Unplugged,75,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:18959,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLRegion,20-01-2025 08:13,iPhone,-,-,-,-,-,-,-,-
202,13.089340180382512,77.59623811468641,901.1966552431912,6.5476975196403995,3.2385518550872803,103,202.91591805175295,2025-01-20T03:01:39.304Z,Moving,BALANCED,+0530,B,Unplugged,75,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:19971,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLLocation,20-01-2025 08:13,iPhone,-,-,-,-,-,-,-,-
203,13.080457184471804,77.59305212993917,919.3400317382813,78.28698300538866,30,65,-1,2025-01-20T03:02:36.729Z,Moving,BALANCED,+0530,B,Unplugged,75,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:29697,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLRegion,20-01-2025 08:13,iPhone,-,-,-,-,-,-,-,-
204,13.071906054791704,77.59285194213932,918.718680930717,196.74788472706558,4.046821387892754,53,-1,2025-01-20T03:03:41.617Z,Moving,BALANCED,+0530,B,Unplugged,75,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:23466,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLRegion,20-01-2025 08:13,iPhone,-,-,-,-,-,-,-,-
205,13.070930300520756,77.59292469166367,921.6921186922347,9.117422001393392,3,90,176.15367960051222,2025-01-20T03:03:45.972Z,Moving,BALANCED,+0530,B,Unplugged,75,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:21905,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLLocation,20-01-2025 08:13,iPhone,-,-,-,-,-,-,-,-
206,13.050788372582037,77.59325154162065,910.4930481675483,88.51933398066036,3,55,-1,2025-01-20T03:06:10.962Z,Moving,BALANCED,+0530,B,Unplugged,75,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:31901,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLRegion,20-01-2025 08:13,iPhone,-,-,-,-,-,-,-,-
207,13.051443701166622,77.5933534578983,907.6096327426889,14,3,26,-1,2025-01-20T03:06:20.969Z,Moving,BALANCED,+0530,B,Unplugged,75,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:32534,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLLocation,20-01-2025 08:13,iPhone,-,-,-,-,-,-,-,-
208,13.002835936906598,77.58406922489992,890.7972356806793,24.992107545566604,4.079514155933427,27,-1,2025-01-20T03:18:42.796Z,Moving,BALANCED,+0530,B,Unplugged,75,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:18606,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLRegion,20-01-2025 08:13,iPhone,-,-,-,-,-,-,-,-
209,12.998835022571082,77.58430964111757,921.6645648807437,14,3,17,175.64610092253187,2025-01-20T03:20:15.536Z,Moving,BALANCED,+0530,B,Unplugged,75,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:28452,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLRegion,20-01-2025 08:13,iPhone,-,-,-,-,-,-,-,-
210,12.998557099854597,77.58432460767527,920.6297771862397,4.602424665504384,3,12,172.25723426393836,2025-01-20T03:20:25.107Z,Moving,BALANCED,+0530,B,Unplugged,75,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:28893,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLLocation,20-01-2025 08:13,iPhone,-,-,-,-,-,-,-,-
211,12.983714277895135,77.59417341660456,936.1153895872693,39.992928565984045,3.875148795462404,21,-1,2025-01-20T03:25:53.362Z,Moving,BALANCED,+0530,B,Unplugged,75,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:28279,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLRegion,20-01-2025 08:13,iPhone,-,-,-,-,-,-,-,-
212,12.983406071045401,77.59500988018758,932.554575608933,14,3,35,118.81655012219457,2025-01-20T03:26:03.378Z,Moving,BALANCED,+0530,B,Unplugged,75,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:31224,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLLocation,20-01-2025 08:13,iPhone,-,-,-,-,-,-,-,-
213,12.983130018224706,77.59581403427354,925.2736385215348,27.99265081454423,30,10,-1,2025-01-20T03:26:38.187Z,Moving,BALANCED,+0530,B,Unplugged,75,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:19367,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLRegion,20-01-2025 08:13,iPhone,-,-,-,-,-,-,-,-
214,12.982724230364582,77.59684221892293,926.1470042200172,13.548790930634222,3,43,111.07013205615962,2025-01-20T03:26:48.189Z,Moving,BALANCED,+0530,B,Unplugged,75,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:23296,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLLocation,20-01-2025 08:13,iPhone,-,-,-,-,-,-,-,-
215,12.976479679389639,77.59943454476955,924.5358779613105,39.97348152180045,30.17211111873644,24,-1,2025-01-20T03:28:41.956Z,Moving,BALANCED,+0530,B,Unplugged,75,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:22964,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLRegion,20-01-2025 08:13,iPhone,-,-,-,-,-,-,-,-
216,12.976672136798278,77.60018395708221,918.8588716760804,14,3,30,93.63392952030267,2025-01-20T03:28:51.962Z,Moving,BALANCED,+0530,B,Unplugged,75,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:18708,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLLocation,20-01-2025 08:13,iPhone,-,-,-,-,-,-,-,-
217,12.976580588882161,77.601271432827,917.2151901245118,26.988144937388004,30,19,-1,2025-01-20T03:29:14.305Z,Moving,BALANCED,+0530,B,Unplugged,75,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLLocation,20-01-2025 08:13,iPhone,-,-,-,-,-,-,-,-
218,12.975793167057628,77.60483240580068,919.5931244033007,39.86501865383467,3.352085089470599,14,-1,2025-01-20T03:30:52.987Z,Moving,BALANCED,+0530,B,Unplugged,75,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:23202,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLRegion,20-01-2025 08:13,iPhone,-,-,-,-,-,-,-,-
219,12.975590443536626,77.60615104945477,916.5934299892466,14,3,52,104.90132904052734,2025-01-20T03:31:03.003Z,Moving,BALANCED,+0530,B,Unplugged,75,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:17955,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLLocation,20-01-2025 08:13,iPhone,-,-,-,-,-,-,-,-
220,12.975246430617,77.60709404519575,917.6631701235725,23.707830870619226,30,28,-1,2025-01-20T03:31:16.884Z,Moving,BALANCED,+0530,B,Unplugged,75,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:18126,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLRegion,20-01-2025 08:13,iPhone,-,-,-,-,-,-,-,-
221,12.973787367967764,77.6075692020771,919.2698639491135,39.98339966716201,30.051057041267093,13,-1,2025-01-20T03:32:05.367Z,Moving,BALANCED,+0530,B,Unplugged,75,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:32221,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLRegion,20-01-2025 08:13,iPhone,-,-,-,-,-,-,-,-
222,12.972857061330389,77.60726131874769,914.274564636077,6.202908065433796,3,45,201.0878143310547,2025-01-20T03:32:14.111Z,Moving,BALANCED,+0530,B,Unplugged,75,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:32488,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLLocation,20-01-2025 08:13,iPhone,-,-,-,-,-,-,-,-
223,12.970390460167007,77.6067713709858,909.5413914720714,21.727535594592677,38.96298477011719,11,-1,2025-01-20T03:33:42.703Z,Moving,BALANCED,+0530,B,Unplugged,75,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:24291,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLRegion,20-01-2025 08:13,iPhone,-,-,-,-,-,-,-,-
224,12.969194690435453,77.60639131491082,910.4256018794058,14,3,50,197.64303588867188,2025-01-20T03:33:52.708Z,Moving,BALANCED,+0530,B,Unplugged,75,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:20915,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLLocation,20-01-2025 08:13,iPhone,-,-,-,-,-,-,-,-
225,12.967539302419238,77.60647995964162,901.5769271850586,39.88501490755134,575.2515086606778,19,-1,2025-01-20T03:34:27.920Z,Moving,BALANCED,+0530,B,Unplugged,75,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLRegion,20-01-2025 08:13,iPhone,-,-,-,-,-,-,-,-
226,12.966869716874932,77.6067604153928,914.223278920643,6.178395009076907,3,36,166.20448303222656,2025-01-20T03:34:35.907Z,Moving,BALANCED,+0530,B,Unplugged,75,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:17092,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLLocation,20-01-2025 08:13,iPhone,-,-,-,-,-,-,-,-
227,12.964521380609622,77.60664191210299,901.5683212280273,39.97101234826883,574.6766206747265,17,-1,2025-01-20T03:35:32.591Z,Moving,BALANCED,+0530,B,Unplugged,75,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:24194,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLRegion,20-01-2025 08:13,iPhone,-,-,-,-,-,-,-,-
228,12.964154357602645,77.60683468306848,913.0038047223297,4.643583020227396,3,22,185.81719516278633,2025-01-20T03:35:40.073Z,Moving,BALANCED,+0530,B,Unplugged,75,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:16930,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLLocation,20-01-2025 08:13,iPhone,-,-,-,-,-,-,-,-
229,12.960203298544826,77.60643041637874,910.3824461049163,14,3,12,-1,2025-01-20T03:37:52.139Z,Moving,BALANCED,+0530,B,Unplugged,75,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:17905,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLRegion,20-01-2025 08:13,iPhone,-,-,-,-,-,-,-,-
230,12.959032739830345,77.6062235203804,911.0586466383741,39.770271911099066,3.3919194098826386,6,-1,2025-01-20T03:39:15.031Z,Moving,BALANCED,+0530,B,Unplugged,75,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:17905,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLRegion,20-01-2025 08:13,iPhone,-,-,-,-,-,-,-,-
231,12.955866854147262,77.60571907514023,903.1591936372729,22.58867579907264,3,8,-1,2025-01-20T03:42:02.631Z,Moving,BALANCED,+0530,B,Unplugged,75,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:19271,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLRegion,20-01-2025 08:13,iPhone,-,-,-,-,-,-,-,-
232,12.955440178133802,77.60568128561896,901.473887359824,9.535754608762684,3,39,190.3995417561912,2025-01-20T03:42:07.005Z,Moving,BALANCED,+0530,B,Unplugged,75,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:25635,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLLocation,20-01-2025 08:13,iPhone,-,-,-,-,-,-,-,-
233,12.953665266537403,77.6053260758172,896.1680523294845,13.999487463888695,3,10,-1,2025-01-20T03:43:21.060Z,Moving,BALANCED,+0530,B,Unplugged,75,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:23963,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLRegion,20-01-2025 08:13,iPhone,-,-,-,-,-,-,-,-
234,12.95285939730013,77.60524853915385,897.2291936372729,50.832427970150384,3,8,-1,2025-01-20T03:43:59.548Z,Moving,BALANCED,+0530,B,Unplugged,75,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:23436,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLRegion,20-01-2025 08:13,iPhone,-,-,-,-,-,-,-,-
235,12.944817853880565,77.60739630478169,898.099193637273,35.233046767147265,3,20,-1,2025-01-20T03:46:41.909Z,Moving,BALANCED,+0530,B,Unplugged,75,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:29213,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLRegion,20-01-2025 08:13,iPhone,-,-,-,-,-,-,-,-
236,12.935608428067873,77.61168305550846,909.469193637273,24.995118293819438,3,12,-1,2025-01-20T03:52:23.032Z,Moving,BALANCED,+0530,B,Unplugged,75,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:24830,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLRegion,20-01-2025 08:13,iPhone,-,-,-,-,-,-,-,-
